Stocks,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y CAGR,Beta,Alpha,5Y HISREVGTH
CONTILI,-,10.72,34.65,17.02,27.41,0.46,77.53,36.85
BRIGHT,Industrial Machinery,10.71,5.25,56.37,-,-,-61.18,9.88
KRETTOSYS,-,10.69,7.50,82.24,-36.96,-0.13,23.51,-37.15
SAMYAKINT,-,10.65,17.05,213.03,0.78,0.18,-,-20.93
CITADEL,-,10.65,13.49,30.42,-17.36,0.86,-12.94,-10.83
MOUNT,-,10.63,35.10,354.36,-,-,-,-27.35
NEOINFRA,-,10.61,20.00,9.92,-15.71,0.53,-28.89,22.58
DECOMIC,-,10.61,25.25,7.91,-2.80,-0.83,-,5.47
SURYAINDIA,-,10.60,15.17,-20.00,3.95,-,-,-9.80
RAP,-,10.59,18.00,-11.38,13.16,0.70,46.81,-60.92
PARSHWANA,-,10.59,33.80,23.01,16.43,0.26,-,5.01
SUMERUIND,-,10.58,1.47,1058.40,-0.80,0.28,-,-40.39
SWITCHTE,-,10.58,43.20,-2.63,-8.83,0.63,9.17,-5.88
GGL,-,10.58,10.51,30.23,-,-,-,372.11
PROMAX,-,10.58,17.63,58.77,-,-,-,-
MPILCORPL,-,10.58,185.05,66.11,30.98,0.27,-,13.90
ERPSOFT,-,10.57,26.70,28.58,-18.26,-,-,-13.51
GLCL,-,10.50,35.00,-525.18,-,-,-,-21.84
RGF,-,10.50,0.70,-87.51,-,-,-,-41.97
CELLA,-,10.46,5.46,28.26,-8.10,0.76,11.19,-47.85
PRATIKSH,-,10.44,18.75,22.71,31.94,0.88,-,0.55
GEMSPIN,-,10.43,1.70,-17.10,-7.42,-,-,-64.49
YUVRAAJHPL,-,10.43,1.15,-33.63,-,0.14,-,8.97
TELECANOR,-,10.42,9.15,-11.98,0.69,-0.16,-,-16.06
RMDRIP,Agricultural & Farm Machinery,10.37,15.50,103.69,-,1.12,0.61,9.61
NETLINK,-,10.36,40.50,4.49,49.68,-0.07,-,9.61
TIMESGREEN,-,10.32,62.00,64.48,-,-,-,81.73
GENUSPRIME,-,10.31,6.91,-343.81,4.86,1.99,66.08,51.57
IITLPROJ,-,10.28,20.60,-0.61,-8.14,0.30,-,-68.09
UNITY,Construction & Engineering,10.27,0.85,-0.00,-36.90,2.87,-0.65,-38.44
SANCO,Building Products - Pipes,10.25,8.90,-0.44,-38.80,0.70,-11.52,-62.11
PANTH,-,10.18,8.26,37.71,-43.73,0.12,-65.43,-23.77
GENESIS,-,10.15,7.81,-84.61,-12.06,-,-,-
ADARSHPL,-,10.09,10.18,45.86,15.75,-,-,5.05
INDCTST,-,10.04,25.00,-7.33,0.00,1.01,-,-54.85
RAGHUTOB,-,10.02,8.35,4.45,23.64,0.31,-,-27.26
SANKHYAIN,-,10.02,6.96,-1.33,-20.70,1.15,-48.20,-
MRCEXIM,-,10.00,9.60,125.05,-,0.77,-,9.18
AMARDEE,-,9.98,1.51,-58.68,9.03,-,-,-
VAMSHIRU,-,9.97,23.70,-3.55,-11.84,0.09,-6.08,-2.55
SUPRBPA,-,9.96,18.30,23.71,-18.41,0.04,28.86,48.14
CPML,-,9.95,30.00,-11.18,-,-,-,-11.09
BKV,-,9.93,6.43,47.30,27.61,-0.26,-,14.17
KEL,-,9.92,14.13,35.43,-,0.56,-,-39.46
HOTLSILV,-,9.91,6.10,-6.98,-3.07,0.88,-3.02,-14.43
GTNTEX,Textiles,9.89,8.50,-0.27,-7.93,0.86,-0.81,-21.26
BRANDREAL,-,9.85,32.80,-21.90,0.18,-,-,11.94
NBL,-,9.84,53.00,21.87,-,-,-,-
SIMPLXPAP,-,9.83,32.75,327.66,64.61,0.26,-,-14.23
SDC,-,9.80,15.09,-3.14,26.71,-,-,5.25
SBFL,-,9.79,10.30,326.17,6.30,0.91,28.65,-8.17
ROOPSHRI,-,9.76,20.30,976.43,-,-,-,-
MILLENNIUM,-,9.75,1.95,-24.38,-4.77,-,-,-13.10
NAYSAA,-,9.75,28.05,23.79,2.33,0.13,-,-17.87
AMARSEC,-,9.75,32.50,1124173406889475328.00,-,-,-,-0.55
DAULAT,-,9.75,19.50,7.07,24.12,1.51,-,25.17
KRIFILIND,-,9.73,12.50,-33.56,2.13,-,-,-
NETPIX,-,9.73,30.40,-33.55,-,-,-,-
CRANEX,-,9.69,16.15,13.46,10.06,0.27,41.83,10.22
AKM,-,9.64,32.00,-481.95,-,-,-,20.02
ROYALCU,-,9.63,7.98,4.79,1.22,0.69,-,-0.27
MONNETPRO,-,9.60,12.95,-9.32,-,1.61,-,-16.12
ALFL,-,9.60,1.92,106.62,-37.97,0.02,-,98.25
SOUTLAT,-,9.57,13.00,53.15,10.20,-0.01,-,-3.86
GLOBALCA,-,9.56,3.84,19.91,-11.81,-0.11,37.59,-13.08
PALCO,-,9.54,23.85,10.48,-2.41,-,-,153.13
EVANS,-,9.54,69.50,16.44,-,-,-,13.80
FRASER,-,9.53,11.74,9.08,-8.45,1.81,34.83,140.82
REFNOL,-,9.53,30.85,-11.92,2.78,0.46,25.30,-3.83
TRCFIN,-,9.53,19.05,35.28,44.73,-0.07,-,44.50
PANACHE,-,9.53,21.70,-41.42,8.47,1.02,-,37.65
KJMCCORP,-,9.52,24.25,-6.14,0.79,-0.31,-,-4.12
IMEC,-,9.50,1.90,-1.22,-6.65,0.58,-,-50.10
DATIWARE,-,9.47,18.95,-7.12,-,-,-,-
SUJALA,-,9.47,16.55,78.91,-22.55,-,-,-15.64
RAJTUBE,-,9.47,21.00,22.54,1.23,-,-,-12.18
WELLESLEY,-,9.45,7.00,-14.54,-19.34,-,-,-20.66
GANONPRO,-,9.42,10.10,134.63,26.24,-,-,-51.15
SIMPLXMIL,-,9.41,31.35,55.33,8.09,-,-,35.10
MYSTICELE,-,9.39,4.75,-34.77,-19.40,0.08,-22.50,-
TRANSFRE,-,9.34,12.83,1.08,14.25,0.32,26.71,37.79
YUG,-,9.34,22.40,84.91,-,0.45,-,-2.03
JIYAECO,Renewable Energy,9.32,3.10,-15.28,-,-,-112.09,24.32
COCHMAL,-,9.32,52.60,-14.34,16.04,-,-,-
SAGARPROD,-,9.31,2.32,42.33,-26.83,0.47,-21.43,39.46
VISCO,-,9.29,19.35,-66.38,9.13,-,-,20.32
APIL,-,9.28,35.90,154.64,17.54,-,-,6.40
PHYTO,-,9.25,21.50,19.26,-11.94,0.65,-18.23,13.83
NMSRESRC,-,9.20,30.60,17.03,60.76,-,-,203.79
DCMFINSERV,Consumer Finance,9.18,4.15,-76.52,-,1.62,52.26,-12.42
KAARYAFSL,-,9.16,19.60,53.90,-,-,-,15.93
COLINZ,-,9.12,19.95,48.00,3.07,0.51,34.27,-5.14
SEATV,-,9.11,7.21,-1.06,3.85,2.53,-,-5.14
YOGISUNG,-,9.10,5.40,-30.32,12.78,1.02,70.97,-17.29
KONARKSY,-,9.09,15.65,-0.50,3.15,0.29,-,-23.16
TVVISION,TV Channels & Broadcasters,9.09,2.60,-0.17,-60.67,1.24,7.99,-13.06
ASHRAM,-,9.08,7.57,-13.98,25.83,-0.33,-,6.79
SHGANEL,-,9.08,16.50,17.80,0.24,-,-,-5.80
THOMASCOTT,Retail - Apparel,9.07,26.75,-82.44,16.72,1.40,59.26,9.68
LIPPISYS,-,9.07,12.95,-21.58,-10.46,-0.24,19.54,-2.25
NEWLIGHT,-,9.05,41.20,904.85,-,-0.80,42.55,22.36
VALENCIA,-,9.05,16.20,-2.53,-,-,-,19.99
INANISEC,-,8.91,19.55,23.45,23.55,-0.05,-,5.12
EUROTEXIND,Textiles,8.88,10.15,-0.76,-18.51,0.25,-15.25,-31.84
JATTAINDUS,-,8.86,20.20,15.02,8.00,0.49,-,-15.09
CILSEC,-,8.85,17.70,11.64,-6.29,0.56,14.68,1.39
BKMINDST,Packaging,8.85,1.35,-0.30,-34.33,2.32,-41.30,-48.85
VRWODAR,-,8.85,5.94,-55.29,23.12,-,-,-
ARUNIS,-,8.83,29.45,13.59,49.00,0.65,-,1.30
CJGEL,-,8.83,18.35,25.98,15.70,0.02,50.19,11.50
ARENTERP,Mining - Diversified,8.83,28.40,12.43,-,-,-,-6.29
ICSL,-,8.82,2.48,4.74,10.58,-0.12,-,4.89
AROMAENT,-,8.79,18.00,-48.81,-10.81,-,-,-32.62
CANDC,Construction & Engineering,8.78,3.45,1.19,-25.22,1.66,-51.97,2.75
IGCIL,-,8.76,39.10,-27.37,-,-,-,-45.21
DSINVEST,-,8.71,276.60,58.10,17.69,0.90,-26.94,11.96
SOUTHERNIN,-,8.71,17.35,108.87,7.16,2.47,-,7.31
INDXTRA,-,8.68,26.00,66.75,6.47,-,-,93.03
KAUSHALYA,Construction & Engineering,8.66,2.50,13.74,-12.23,1.35,40.14,34.21
RANDER,-,8.64,7.00,95.95,-12.94,-,-,-19.51
MEHSECU,-,8.62,27.90,-61.57,30.05,-,-,-
SINNAR,-,8.60,215.25,-50.58,0.45,-,-,-12.50
UNITINT,-,8.58,8.49,-30.63,0.48,0.59,23.04,-27.01
SPRAYKING,-,8.57,27.00,13.82,5.01,-,-,5.93
KACHCHH,-,8.56,16.71,65.85,40.98,0.58,-,17.27
AMJUMBO,Packaging,8.56,8.15,213.94,-,0.85,-,-4.07
GLFL,Consumer Finance,8.54,3.15,-24.41,8.45,-1.11,84.89,-42.92
ROJL,-,8.54,30.15,106.73,-,-,-,-
TECHIN,Real Estate,8.52,5.95,-18.14,4.83,0.79,19.95,0.00
NORBTEAEXP,Tea & Coffee,8.52,7.25,7.28,-5.06,1.32,23.87,8.90
CLFL,-,8.46,28.20,-846.06,-,-,-,23.16
PURSHOTTAM,-,8.45,13.45,14.83,11.77,0.39,-,0.12
JEL,-,8.44,36.70,-211.02,22.84,-,-,-23.23
CYBELEIND,-,8.44,7.89,-36.69,3.17,0.66,2.82,21.69
JRFOODS,-,8.44,8.88,-0.99,23.03,-0.28,6.90,-59.10
SHUKRAPHAR,-,8.39,53.60,279.73,-6.73,-0.01,48.06,18.18
FRONTCORP,-,8.38,16.75,7.35,-11.00,-,-,9.39
SHAQUAK,-,8.37,2.40,10.46,-61.67,0.94,53.90,11.96
DRL,-,8.37,11.44,9.73,6.99,-,-,34.97
SUBCAPCITY,Real Estate,8.36,23.00,3.78,-,1.27,49.55,-7.09
RAUNAQEPC,-,8.36,25.00,208.95,-28.83,0.80,-29.31,-36.71
ADVLIFE,-,8.34,26.80,-21.95,-3.45,-,-,-
MIDWEST,-,8.34,25.50,-6.00,17.16,-,-,-35.75
EASUNREYRL,Power Transmission & Distribution,8.31,2.70,-0.81,-37.27,0.87,-15.07,-19.80
RAINBOWF,-,8.27,15.00,7.19,-0.26,0.08,-,4.04
STINDIA,Textiles,8.27,2.85,-1.42,-23.67,0.71,-34.29,-2.91
SHANGAR,-,8.24,6.73,32.95,-,0.37,31.48,-1.71
VIDLI,-,8.23,19.00,137.12,-31.20,-0.82,-,-7.23
MULLER,-,8.21,131.40,4.77,10.43,0.03,-,7.54
UTISXN50,Equity,8.21,50.81,-,-,-,12.40,-
MINDPOOL,Outsourced services,8.16,19.25,5.51,-,-,-,31.17
AJEL,-,8.15,7.00,-18.97,11.84,0.00,25.65,-29.92
AAYUSH,-,8.14,25.10,18.94,4.81,1.15,-5.74,95.05
INTERDIGI,-,8.13,0.17,-271.08,-,0.05,-,-51.55
SHEETAL,-,8.13,16.25,21.96,28.00,0.49,-,18.10
TRANWAY,-,8.11,7.65,81.08,-,-,-,23.01
SYNTHFO,-,8.09,46.50,20.75,23.03,0.10,-,8.61
MILESTONE,-,8.08,16.10,-62.14,29.74,-,-,7.79
CONTI,Seeds,8.05,8.05,21.19,-,-,-,10.37
BHARAT,-,8.05,23.80,268.18,5.17,0.97,6.98,-13.86
ABINFRA,Construction & Engineering,8.05,6.35,-3.62,-,-,-,-3.41
AMFORG,-,8.04,5.59,25.13,4.39,0.51,69.97,-7.57
UNIQUEO,-,8.03,13.49,114.72,0.36,1.30,8.76,-13.35
SPECFOOD,-,8.00,16.50,-4.28,-16.23,0.94,-,17.88
KMGMILK,-,8.00,15.08,40.00,-13.25,-,-,11.66
GARGFUR,-,8.00,19.95,-1.70,14.81,0.14,-,5.72
CSL,-,7.99,18.80,22.83,23.70,-,-,19.97
MIDINDIA,-,7.99,4.90,-33.28,37.14,0.72,-,-40.93
POPULARES,-,7.98,5.70,-10.36,-15.07,-,-,-46.79
BHAGWOX,-,7.98,34.50,-2.57,-0.85,0.06,56.77,-39.46
NPRFIN,-,7.97,13.31,-7.52,-0.86,0.65,-7.61,-33.38
RAJINFRA,-,7.96,14.40,13.73,30.60,-,-,-
OIVL,-,7.95,25.85,61.15,-,-,-,34.08
SMVD,Packaging,7.94,16.00,16.55,-,0.65,20.58,18.05
TITAANIUM,-,7.94,11.80,9.92,-6.49,-,-,12.46
MANRAJH,-,7.92,15.85,396.25,-0.92,-,-,37.04
PAZEL,-,7.92,0.45,15.24,-19.12,-,-9.72,-5.99
PAEL,Batteries,7.92,7.60,-1.45,-6.26,1.26,58.38,-37.74
ACROW,-,7.92,123.70,-56.55,-8.64,0.42,-21.76,-49.64
SCAGRO,-,7.91,13.20,158.27,32.44,-0.06,-,-11.80
BLUECOAST,"Hotels, Resorts & Cruise Lines",7.84,6.15,-0.55,-44.80,0.85,-25.98,-76.68
VINTRON,-,7.84,1.00,-2.52,-14.59,0.75,-,-3.50
MANSIFIN,-,7.83,22.15,4.42,-13.91,0.91,14.80,4.80
SUPERTEX,-,7.83,6.90,13.97,12.55,0.14,57.60,-6.96
TRIVENIGQ,-,7.82,6.20,111.77,-24.55,1.11,5.52,-56.61
TARAPUR,Heavy Electrical Equipments,7.80,4.00,-0.29,-4.55,1.23,13.29,-34.54
KCLINFRA,-,7.77,2.95,86.31,19.31,1.04,-,-10.24
NIHARINF,-,7.77,9.52,20.44,-5.91,0.36,2.21,39.88
SVAMSOF,-,7.75,4.59,258.40,34.57,1.13,111.86,15.26
AISHWARYA,-,7.74,3.24,-1.71,-5.55,0.95,17.47,-25.26
AMS,-,7.73,23.40,96.60,13.36,-,-,67.93
VISIONCINE,-,7.72,1.09,-20.32,-11.34,0.26,24.95,-
SSWRL,-,7.72,23.30,8.77,15.39,-0.20,31.71,6.81
VEERHEALTH,-,7.70,11.10,20.80,49.23,0.54,15.01,35.81
THIRUSUGAR,Sugar,7.70,6.80,-0.10,-33.41,0.55,-23.32,1.31
OONE,-,7.69,7.32,34.98,18.15,-1.18,92.67,8.04
MRSS,-,7.68,7.66,-0.34,-44.07,1.55,-47.12,-44.99
SOUTHMG,-,7.65,25.50,-76.50,-7.67,0.81,48.46,-8.89
UHZAVERI,-,7.65,12.50,54.61,-,-,-,-
STRGRENWO,-,7.63,18.00,-23.85,8.45,0.56,-,-6.24
IFL,-,7.58,25.20,-63.13,-,-,-,30.39
GTV,-,7.56,24.20,13.26,1.42,-0.10,-,15.77
ACESOFT,-,7.56,16.15,-12.19,-0.52,0.76,3.86,1.36
STRATMONT,-,7.54,21.55,376.90,38.04,-,-,-
OPCHAINS,-,7.53,11.00,83.72,-11.62,-,-,-56.90
AILIMITED,Construction & Engineering,7.53,25.00,68.43,-,-,-,-
CREATIVEYE,Movies & TV Serials,7.52,3.75,-27.86,1.10,-0.05,27.25,2.20
MACH,-,7.50,25.00,-3.05,-,-,-,0.84
CHDCHEM,-,7.49,7.41,124.85,-2.15,0.03,0.06,11.34
KANUNGO,-,7.48,16.15,-24.95,-,-,-,12.15
ANUBHAV,-,7.47,3.49,-373.69,-20.59,-,-,-57.33
JJFINCOR,-,7.47,26.50,24.11,13.21,0.69,-,9.79
SHKARTP,-,7.45,3.90,-5.56,-16.90,-0.06,-6.81,-6.59
JAINSTUDIO,TV Channels & Broadcasters,7.43,2.60,-6.25,-16.87,0.73,-29.19,-60.24
SKL,-,7.42,5.99,-4.95,-,0.43,-,-11.56
SKIEL,-,7.39,10.08,-4.77,-,-,-,-
SDL,-,7.38,13.52,-1.32,-25.01,-0.35,-6.16,-1.79
LIBORDFIN,-,7.38,4.70,92.24,-12.18,1.23,-,-7.97
JAYIND,-,7.34,11.89,29.37,21.67,1.00,-,-1.73
NIKSTECH,-,7.34,202.00,43.16,-,-,-,18.89
RADAAN,Movies & TV Serials,7.31,1.35,-0.99,-6.61,0.78,11.31,-22.04
PGINDST,-,7.28,6.09,-181.90,1.33,0.90,-,-6.59
JDORGOCHEM,-,7.27,5.49,-8.56,-3.38,0.54,-,8.12
CINDHO,-,7.25,20.15,-9.07,-7.53,0.83,-,-14.95
PULZ,Electronic Equipments,7.25,13.30,-22.66,-,1.20,-,-5.46
LAL,-,7.25,7.15,90.62,-,0.68,-,16.04
SICAPIT,-,7.25,24.15,-18.11,-,-,-,9.37
MEHTAHG,-,7.24,23.50,-65.84,25.73,0.55,-,-
PARAGONF,-,7.22,17.00,25.80,17.44,0.75,10.20,-4.38
ENBETRD,-,7.22,45.15,103.20,-9.15,-,-,35.30
MELSTAR,IT Services & Consulting,7.21,5.05,-1.55,0.60,1.14,63.34,-13.66
SHVFL,-,7.17,7.10,11.57,-,0.25,16.44,-0.39
ARYAVAN,-,7.16,18.60,-55.09,-0.42,0.76,-,-75.48
MAHAANF,-,7.16,20.45,65.08,15.50,0.74,29.01,6.30
SARUPINDUS,-,7.16,22.00,-1.64,-18.18,0.09,-8.43,-27.30
UNQTYMI,-,7.15,15.10,-29.78,-20.01,0.54,-,-18.83
UMIYA,-,7.13,7.13,356.74,-36.11,0.26,-11.23,5.66
CROWNTOURS,-,7.13,23.00,-2.15,-12.56,0.52,5.05,-16.67
SAGL,-,7.13,23.75,-79.19,-7.36,-,-,-
INFRONICS,-,7.10,8.96,47.35,3.18,-,-,-8.68
SALEM,-,7.10,6.19,5.18,37.71,-,-,-27.77
SKSTEXTILE,Textiles,7.09,21.75,-0.11,-,0.54,-,-31.17
UNRYLMA,-,7.06,10.90,-16.82,-1.74,0.40,46.73,-3.70
STELLAR,-,7.04,2.82,8.19,-19.61,0.61,-,3.83
ECOM,-,7.04,14.00,234.60,23.21,-0.08,-,53.68
KANELIND,-,7.03,3.82,-41.37,1.65,-0.19,33.63,-67.69
AHMDSTE,-,7.00,17.10,-33.32,-0.97,0.10,-,-9.97
RAGHUNAT,-,6.98,13.96,4.36,53.28,0.92,-,26.67
ASHAI,-,6.96,15.13,231.99,55.58,1.11,-,3.18
SPACEINCUBA,-,6.96,2.01,36.61,-,-,51.05,-
VXLINSTR,-,6.96,5.22,-3.06,-8.18,-0.22,-,-30.87
MISQUITA,-,6.88,25.55,29.93,-,-,-,6.17
GVBL,-,6.87,22.50,-12.06,-,-,-,-4.90
WEIZFIN,-,6.84,279.10,-341.90,2.78,-,-,4.10
UNITDCR,-,6.84,12.83,7.68,-8.03,-0.10,5.36,1.50
JINAAM,-,6.82,3.06,15.50,-,-,-107.65,-7.77
INDOCITY,-,6.81,6.55,-15.84,12.47,-0.60,-,29.86
ESARIND,-,6.81,3.33,4.39,32.35,-0.56,68.02,55.87
TOKYOFIN,-,6.77,9.71,-2.15,11.96,-0.17,-,-18.47
TCIFINANCE,Diversified Financials,6.76,5.25,-0.87,-26.45,1.73,-37.00,-19.90
YASHRAJC,-,6.75,3.97,61.35,0.88,-0.59,40.43,12.36
ARHNTTO,-,6.74,6.81,-44.94,-20.47,-,-,-
DQE,Animation,6.74,1.05,-0.06,-45.38,1.54,-55.77,-23.05
SHAHISHIP,-,6.73,4.64,-5.90,-,-0.25,-,-7.91
MINAXI,-,6.72,1.36,-4.17,-2.20,1.03,43.93,-23.01
NIRAJISPAT,Textiles,6.72,-,19.20,-,0.00,0.00,-11.28
NEGOTIUM,-,6.71,1.71,-,-,-,-,-52.67
ACFSL,-,6.71,6.85,-7.54,-28.04,-,-,106.23
RISAINTL,-,6.70,0.42,-2.02,-,0.41,4.25,-82.81
RAPIDIN,-,6.68,51.00,334.05,18.26,-,-,47.58
ELEFLOR,-,6.68,3.34,-15.18,-6.44,-,-,-9.93
AMANITRA,-,6.68,95.40,95.36,15.33,-,-,-50.02
BIJHANS,-,6.63,22.10,-66.30,-,-,-,-2.43
CONSTRONIC,-,6.63,9.19,-110.42,28.24,0.47,-,-
SHUKJEW,-,6.62,4.88,38.96,15.25,-,-,-21.36
SFPIL,-,6.62,6.75,11.62,-33.52,-,-,64.65
HILIKS,-,6.60,13.00,31.44,8.74,0.16,-,88.85
ZICOM,Electronic Equipments,6.60,1.40,-0.04,-48.41,1.14,-40.92,-42.88
LAHL,-,6.59,3.60,-34.68,-19.30,0.74,-,-31.00
GBFL,-,6.58,5.06,14.95,-47.93,-1.22,65.54,141.08
SOVERDIA,-,6.57,11.35,-4.44,8.96,-0.08,-,-21.77
VASINFRA,-,6.57,4.34,-0.19,-19.70,-0.14,8.29,-
ALCHCORP,-,6.57,13.36,-3.42,-1.28,0.54,-,4.45
KCL,-,6.56,22.30,10.93,11.19,-,-,4.55
ABHIFIN,-,6.55,15.35,65.45,31.32,-,-,11.27
JIKIND,Housewares,6.54,0.90,-21.79,6.72,0.67,150.72,-2.04
VISAGAR,-,6.53,2.01,-18.67,40.28,0.89,87.80,74.54
NAVKETAN,-,6.53,1.81,-130.54,-24.24,-0.45,75.25,-65.58
CRANEINFRA,-,6.53,9.01,34.34,-2.24,0.74,-,-4.51
INDUSFINL,-,6.51,7.03,13.02,-11.64,-0.02,-,-4.96
ANKIN,-,6.46,10.30,-107.70,-12.03,0.77,-,0.00
KCDGROUP,-,6.46,32.30,-92.29,-,-,-,-11.42
TECHNOFAB,Construction & Engineering,6.45,6.40,-0.05,-48.84,2.23,-93.90,-39.41
MKTCREAT,-,6.44,6.13,-5.80,8.43,-,-,1.85
CEENIK,-,6.44,19.21,-10.55,26.12,-,-,-33.82
GLITTEKG,-,6.41,2.47,-2.07,-0.71,0.93,25.86,-15.51
POLYCON,-,6.40,13.09,213.33,-0.05,-,-,-5.58
CHROMATIC,Specialty Chemicals,6.39,1.10,-2.39,-17.91,0.72,17.03,-24.35
AJWAFUN,-,6.39,10.00,-6.45,-17.52,-,-,-39.36
MPL,-,6.37,5.10,-9.37,-21.12,2.05,-0.63,-59.76
FUNDVISER,-,6.37,17.25,12.01,7.40,0.46,74.18,-13.75
REGENTRP,-,6.36,1.90,-13.24,-4.08,0.39,21.19,11.23
STURDY,-,6.35,0.42,-0.22,-21.84,0.51,-,-34.28
AAPLUSTRAD,-,6.35,7.78,48.86,-,-,-,-
ACCORD,Telecom Services,6.34,18.25,5.81,-,0.85,-,-8.95
SHREEPAC,-,6.33,17.60,126.70,12.02,-,-,0.40
ALFATRAN,-,6.31,6.90,-0.54,-19.96,0.32,-44.47,-5.32
JONJUA,-,6.29,11.00,9.26,-,-,-,46.61
SABTN,TV Channels & Broadcasters,6.29,1.80,-0.25,-62.95,1.00,-12.46,-70.37
KLKELEC,-,6.27,23.65,-89.53,10.98,-,-,-
SOFCOM,-,6.25,15.04,-24.04,-9.66,-,-,-
KUSHIND,-,6.24,4.09,-20.79,42.75,0.14,-,-32.24
MAHACORP,-,6.23,0.46,622.53,9.67,0.61,37.88,-49.50
COARO,-,6.22,15.00,11.31,-10.21,-,-,-10.34
TRANSPACT,-,6.21,154.00,-103.51,-,-,-,-
SHANTAI,-,6.19,41.25,-6.13,-37.25,-0.03,-,-39.49
GOPAIST,-,6.19,12.58,-28.12,-0.30,-,-,-
NETRIPPLES,-,6.18,9.07,618.29,-,-,-4.41,-
CITYMAN,-,6.18,5.28,-28.08,-4.99,-,-,-
BFFL,-,6.17,12.85,41.11,-1.42,0.02,-,99.24
BLOOM,-,6.17,9.00,-0.80,-26.43,-0.58,4.90,-11.96
HOWARHO,-,6.15,6.75,-4.07,-2.70,0.20,8.10,-26.71
1STCUS,-,6.15,41.00,38.44,22.15,-0.18,-,27.23
KATRSPG,-,6.14,21.55,-3.53,-,0.85,-,-21.51
OMFURN,Home Furnishing,6.13,9.00,-6.59,-,-,-,-14.42
DYNAMICP,-,6.11,5.23,38.22,3.52,0.53,-,0.45
AMBITION,-,6.10,4.09,-1.18,-41.06,0.98,-59.55,-5.79
AMITINT,-,6.10,3.22,46.93,-1.08,0.00,55.05,22.98
TAHL,-,6.10,5.94,6.42,-15.66,1.09,-32.49,54.81
BOHRA,Fertilizers & Agro Chemicals,6.10,4.00,-2.22,-,1.12,-33.28,-82.23
TNSTLTU,-,6.09,11.89,-9.09,-26.33,-,-,-7.93
SUNRETAIL,-,6.05,0.39,-40.34,-,-,-,-42.48
VARDHMAN,-,6.04,8.44,-16.78,-6.00,-,-,-9.71
PHOTON,-,6.04,39.90,-46.46,37.60,0.09,-,2.71
UNITEDINT,-,6.03,32.95,28.73,10.56,-1.13,-,-17.73
GOWRALE,-,6.00,20.00,8.11,8.18,0.41,17.58,5.14
THAMBBI,-,5.99,10.40,-3.65,0.87,-,-,1.26
HARIAEXPO,-,5.97,5.17,5.58,-5.36,0.86,92.81,53.68
BRAWN,-,5.97,19.90,-10.86,-17.43,1.35,-18.05,-5.53
KALYANI,Consumer Finance,5.96,-,2.41,-,0.00,0.00,-15.74
NDMETAL,-,5.95,24.00,-20.52,-1.85,-,-,30.96
VKJINFRA,-,5.95,0.25,-,-,0.57,-22.40,-45.27
WILLIMFI,-,5.93,7.09,-0.29,-24.50,-0.08,-,-35.62
SPICY,-,5.92,3.58,-21.14,-16.46,-,-,67.56
INNOVATIVE,-,5.92,5.20,-1.01,-,-,-,-18.46
AMRAAGRI,-,5.89,0.49,589.47,4.14,-,-,-
RJBIOTECH,-,5.89,6.22,-0.38,-28.38,-,-,-15.17
JAIPAN,-,5.89,9.65,39.24,-9.37,1.46,-16.39,-7.02
CATVISION,-,5.88,10.79,16.35,-7.75,-0.17,26.03,-15.33
DITCO,-,5.87,17.00,586.50,3.59,-,-,-48.39
SWORDEDGE,-,5.86,0.54,18.33,40.11,-0.15,-,83.84
GARWSYN,-,5.86,10.09,10.11,2.24,0.10,74.43,0.19
SRDAPRT,-,5.86,33.95,-292.97,49.80,-,-,40.90
ANSINDUS,-,5.85,6.32,-1.98,-25.80,-,-,-25.77
PHOTOQUP,-,5.85,12.18,-2.67,-6.89,-0.05,-,-24.76
GCMCAPI,-,5.81,3.43,72.63,-21.42,1.77,-,0.43
GAGAN,-,5.81,12.85,193.54,14.75,-0.43,-,12.23
RESPONSINF,-,5.80,9.70,-2.55,19.38,-,-,21.73
PITHP,-,5.78,11.85,48.13,-4.22,-,-,-17.93
RCCEMEN,-,5.78,10.31,-44.43,-,-,-,-
PEETISEC,-,5.76,15.35,4.50,24.22,-0.41,74.98,2.32
IOSYSTEM,-,5.75,3.40,-7.76,-0.12,-,-,-
PMTELELIN,-,5.74,5.70,114.85,-2.74,0.37,92.19,8.05
JMDVL,-,5.71,3.96,-1.70,-,0.34,-,-55.54
BCLENTERPR,-,5.71,9.79,2.68,-,-0.33,4.44,24.25
KAPILRAJ,-,5.71,11.10,13.58,-8.15,0.62,-,2.53
SHRADDHA,-,5.67,12.45,-22.68,20.02,-,-,-1.89
SONALAD,-,5.67,9.35,-6.83,-0.73,0.17,-,-6.95
PANAFIC,-,5.67,0.69,20.99,-48.20,0.48,43.16,-11.67
TRIJAL,-,5.66,11.28,565.82,42.79,-,-,-
MTPL,-,5.64,9.40,21.69,-,-,-,83.01
UPASAFN,-,5.63,13.17,11.74,-1.91,0.02,-20.72,-13.64
FIRSTOBJ,-,5.63,5.41,-0.80,-11.35,1.60,-2.40,-55.09
HBEL,-,5.63,91.80,-5.92,-,-,-,10.33
SUGALDAM,-,5.63,9.00,-15.63,4.30,0.35,6.12,-1.77
SAVFI,-,5.62,14.05,112.40,13.68,-,-,-8.25
KUWERIN,-,5.61,6.18,14.02,-5.86,-0.61,33.07,13.18
