Stocks,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y CAGR,Beta,Alpha,5Y HISREVGTH
PARSHVA,-,39.64,131.70,247.76,-,-,-,-
AGRITECH,Agro Products,39.62,66.70,-13.30,15.64,1.59,3.17,-44.03
LAXMICOT,Textiles,39.61,23.10,36.34,-,-0.10,-,0.55
ARNOLD,-,39.40,13.10,57.10,8.76,-0.16,-32.49,7.71
VIVIDM,-,39.35,39.25,10.99,-,-,-,269.38
GUJINTRX,-,39.27,114.30,10.15,12.49,0.91,4.79,-3.70
SHRIKRISH,-,39.20,14.00,11.07,-0.07,-0.45,-,-2.16
SHARIKA,-,39.14,9.04,28.57,-,1.22,12.39,22.05
SHREYASI,-,39.11,5.52,-26.79,4.78,0.40,-,-40.32
PIONRINV,-,38.92,31.65,43.73,7.54,0.40,29.44,4.19
TULIVE,-,38.91,180.60,-125.51,2.84,-,-,-
ADORMUL,-,38.84,83.10,25.89,29.18,0.39,54.49,31.78
AXELPOLY,-,38.75,45.50,203.95,39.74,0.73,47.31,4.37
MADHUCON,Construction & Engineering,38.37,5.20,-0.16,-32.42,2.64,-2.38,-17.31
ANSALHSG,Real Estate,38.30,6.45,-0.91,-17.47,1.69,-1.27,-19.23
SODFC,-,38.28,38.25,8.64,60.16,-0.07,129.87,27.40
MEDINOV,-,38.28,38.35,18.95,5.07,0.52,53.02,9.32
SHAIVAL,Real Estate,38.25,33.05,-44.48,-20.34,-,-,-40.57
QUADPRO,IT Services & Consulting,38.17,15.10,53.01,-,-,-,-
SECL,Construction & Engineering,38.09,46.25,-27.21,-,-,-,-
AREXMIS,-,37.96,95.90,-37.59,3.61,0.41,16.65,4.90
AKG,Commodities Trading,37.92,35.80,27.28,24.23,-,20.59,1.19
ECOBOAR,-,37.89,21.25,3.37,35.34,0.86,119.19,7.82
NEXTMEDIA,Radio,37.79,5.65,-1.76,-19.29,1.95,-20.92,-22.65
ZODIAC,Renewable Energy Equipment & Services,37.75,25.80,8.41,-,1.20,47.30,61.33
OILCOUNTUB,Oil & Gas - Equipment & Services,37.65,8.50,-0.74,-20.93,1.07,0.68,-50.25
SOLEX,Industrial Machinery,37.60,47.00,22.38,-,-0.33,-,11.40
MANJEERA,-,37.53,30.00,-0.74,-11.75,-0.72,-,-0.52
SUNILAGR,-,37.52,124.95,48.73,28.26,0.55,52.99,6.90
EVERLON,-,37.50,66.70,416.67,107.84,-0.17,88.86,1.59
SILGO,"Precious Metals, Jewellery & Watches",37.49,36.50,17.04,-,-,-,-
SWASTIKA,-,37.40,126.35,3.32,16.85,0.60,28.49,19.48
POLYLINK,-,37.37,16.90,31.67,11.98,1.05,4.61,0.62
B2BSOFT,-,37.30,32.20,19.84,22.74,0.04,63.31,8.32
SSORGS,-,37.21,26.20,12.66,19.11,-,-,34.30
ISLCONSUL,-,37.20,15.50,232.50,10.52,-0.29,31.93,-2.64
ALPINEHOU,-,37.16,21.45,13.04,-5.79,0.62,14.83,11.27
SGL,Textiles,37.06,13.50,0.99,-4.62,0.51,34.72,9.47
SHRDAIS,-,37.06,73.00,10.74,42.67,0.32,35.10,9.88
ZENITHHE,-,37.03,6.89,80.49,54.61,1.15,69.77,31.73
POLYCHMP,-,36.96,77.30,13.34,41.77,0.06,36.85,12.07
RELIABLE,Outsourced services,36.64,35.50,22.20,-,0.56,-29.54,11.15
TIRUSTA,-,36.58,52.25,35.51,14.12,0.74,12.54,4.75
AAIL,-,36.57,33.90,-12.92,-4.75,1.13,-11.79,0.55
NOVIS,-,36.43,10.08,-0.70,-7.64,0.90,52.24,29.43
DIAPOWER,Electrical Components & Equipments,36.41,1.35,-0.05,-45.72,2.60,32.59,-9.08
TYROON,-,36.37,106.90,5.82,15.28,0.63,51.33,7.99
EASTSILK,Textiles,36.32,4.60,34.92,15.90,1.21,31.96,-7.57
HIMFIBP,-,36.31,4.21,-7.19,-23.43,0.80,22.78,-20.45
VRL,-,36.30,114.20,12.35,33.33,1.32,27.20,8.71
ASIANTNE,-,36.20,18.10,9.92,6.36,0.30,36.16,30.73
ACKNIT,-,36.19,119.05,6.19,5.75,0.79,-6.22,1.43
STANROS,-,36.13,91.05,-7.70,-10.66,0.35,0.41,-60.16
EDUCOMP,Education Services,36.13,2.95,-0.02,-22.05,0.68,10.53,-44.17
DECIPHER,-,36.01,35.65,25.54,34.90,1.17,8.57,200.34
AXISNIFTY,Equity,35.94,187.00,-,-,0.75,9.73,-
CROWN,Heavy Machinery,35.91,34.50,13.92,11.08,-,-,-5.28
VAISHALI,Pharmaceuticals,35.91,34.05,34.53,-,0.75,20.25,-4.48
JANUSCORP,-,35.81,62.40,238.74,-,-,-,22.91
TECH,Equity,35.80,36.25,-,-,-,-,-
KRANTI,-,35.75,33.85,-275.03,-,-,-,14.36
TREEHOUSE,Education Services,35.75,8.45,-0.89,-20.70,1.18,25.73,-52.13
AGROPHOS,Fertilizers & Agro Chemicals,35.68,17.60,11.22,-5.90,2.73,-16.40,-5.39
VISTAPH,-,35.65,9.69,-18.86,-10.31,0.64,-15.69,-36.50
GAL,Iron & Steel,35.61,2.25,-0.48,-24.55,1.05,-25.98,-40.29
DIANATEA,-,35.60,23.75,7.54,5.07,1.62,17.75,4.37
REMIEDEL,-,35.58,32.40,161.74,7.09,0.68,35.10,-4.54
PRECISIO,-,35.45,25.60,61.12,-0.65,0.68,25.76,10.18
TNTELE,Telecom Equipments,35.40,7.75,-3.58,21.73,-0.60,51.22,-55.91
CEEJAY,-,35.38,102.55,7.90,12.50,1.11,-0.46,3.12
LIQUIDETF,Debt,35.34,1000.00,-,-,-0.00,-0.00,-
GMPL,-,35.33,183.75,10.04,-,-,-,2.36
CRANESSOFT,-,35.33,3.00,-1.80,12.70,1.19,45.54,-31.18
WEWIN,Outsourced services,35.06,34.50,28.04,-,0.79,-,19.01
NATRAJPR,-,35.03,93.50,85.45,27.27,0.66,56.96,-6.20
GUJCONT,-,35.03,62.00,12.25,41.84,1.00,-,11.60
TMRVL,Textiles,35.00,15.85,-12.55,-,2.02,-14.53,-52.03
WAA,-,34.96,26.35,8.61,-,1.09,14.91,-6.86
WALCHPF,-,34.89,120.15,-205.24,-4.08,1.08,6.05,-14.66
DANUBE,-,34.88,69.75,102.57,-,0.89,114.98,74.00
GOENKA,"Precious Metals, Jewellery & Watches",34.87,1.10,-16.68,7.96,0.98,68.68,-33.75
UTIBANKETF,Equity,34.78,38.22,-,-,-,-,-
JOINDRE,-,34.66,25.05,10.57,12.28,0.89,0.78,5.12
UNITEDPOLY,Textiles,34.57,16.50,65.23,5.71,1.45,-,43.14
WILLAMAGOR,Specialized Finance,34.57,31.55,0.68,-10.19,1.54,-14.04,23.79
THACKER,-,34.48,317.00,5.10,13.54,0.66,-,-0.96
ETT,-,34.27,33.05,685.37,17.10,-,-,-40.14
7TEC,-,34.27,31.50,16.63,6.54,0.78,35.72,-2.41
MORARKFI,-,34.22,76.00,51.07,36.48,0.68,74.00,29.40
PORWAL,-,34.20,22.65,36.38,-9.83,1.30,-13.97,-3.03
TANVI,-,34.19,63.70,29.22,-,-0.22,-,3.22
PARABDRUGS,Pharmaceuticals,34.04,5.50,-1.19,-4.71,1.98,13.90,-84.63
GTNIND,Textiles,33.97,11.95,-5.45,-0.66,1.60,8.58,2.01
KSHITIJPOL,Stationery,33.94,33.50,3393.71,-,-,-,9.27
CCCL,Construction & Engineering,33.87,0.85,-0.33,-25.28,3.42,71.51,-10.50
ECSTSTL,-,33.84,62.70,0.96,7.12,-,-,165.86
7SEASL,-,33.83,22.35,18.90,-,-,-,-15.15
GGDANDE,-,33.81,71.00,482.94,5.35,0.52,9.51,-16.05
PYXISFIN,-,33.70,29.30,-2.44,2.42,-,-,-9.71
PRERINFRA,-,33.66,27.95,-240.42,8.25,0.58,20.35,19.22
MUKANDENGG,Construction & Engineering,33.63,26.75,-1.09,-2.69,1.37,9.79,-25.75
OCTAWARE,-,33.57,93.50,-67.14,-,0.81,-,17.28
KOTAKIT,Equity,33.56,36.63,-,-,-,-,-
NEH,-,33.54,2.30,-0.16,-26.28,1.86,-20.68,11.91
LAFFANSQ,-,33.52,41.90,10.01,23.20,0.54,40.29,47.65
OVOBELE,-,33.45,31.85,-18.48,1.61,0.14,26.59,0.26
SALORAINTL,-,33.42,37.95,-2.93,-4.41,0.53,39.71,-21.85
POBS,-,33.39,211.00,31.20,-,-,-,-
SANDUPHQ,-,33.39,47.15,30.63,11.67,1.32,39.35,4.99
SULABEN,-,33.36,3.32,38.79,-48.46,-0.70,46.97,3.38
TERAI,-,33.33,48.45,4.25,-2.40,0.33,27.12,-0.38
PHOENXINTL,-,33.33,19.85,41.14,15.16,0.95,12.62,-8.01
ARIHANT,Real Estate,33.33,38.75,-3.31,-4.07,1.54,23.47,-11.80
DUDIGITAL,IT Services & Consulting,33.28,128.00,302.55,-,-,-,-
SPCENET,Online Services,33.21,2.10,-43.13,7.69,0.66,97.49,-2.53
BLUECHIPT,-,33.21,168.55,18.25,14.41,0.28,7.16,2.53
SUMIT,Real Estate,33.19,10.85,-1.48,-,-,-13.55,11.03
USGTECH,-,33.19,8.42,-6.65,29.41,0.22,-,5.71
VIRTUALG,-,33.05,0.78,118.02,-29.28,1.61,48.31,-45.99
AEL,-,33.04,26.10,15.30,-29.28,0.33,31.31,49.68
PCCOSMA,-,32.95,124.50,6.92,10.43,1.64,1.68,2.11
IMCAP,-,32.77,93.60,19.28,17.66,0.56,95.18,-9.97
INTELSOFT,-,32.74,31.00,24.25,-9.12,-0.33,55.04,140.52
RRMETAL,-,32.61,41.75,18.12,46.53,0.94,26.10,13.37
PARAMONE,-,32.60,21.55,4.38,7.83,0.67,-,24.80
STLSTRINF,-,32.50,37.60,-295.43,21.86,0.80,-,-15.06
SBIETFQLTY,Equity,32.49,156.41,-,-,-,5.64,-
SANTETX,-,32.42,85.55,16.46,138.01,0.72,-,14.42
ACME,-,32.28,12.54,-2.29,-6.97,0.12,17.57,-27.82
SACHEMT,-,32.23,16.85,14.92,-10.13,-0.39,-17.88,10.63
WINSOMBR,-,32.18,11.63,-17.78,0.40,1.19,33.72,-27.08
PJL,-,32.16,74.50,11.57,-7.65,-,-,7.50
KSERASERA,Movies & TV Serials,32.04,0.15,-2.35,0.00,1.79,218.79,-39.72
CUBEXTUB,Metals - Copper,32.00,22.35,23.71,11.28,1.72,25.80,5.72
LANDMARC,-,32.00,0.40,-44.44,-,0.30,-6.35,-50.41
IRONWOOD,-,31.99,40.45,-15.84,4.51,0.16,47.95,-19.29
GARDENSILK,Textiles,31.98,7.60,-0.15,-22.25,1.90,-43.61,1.69
KANCOTEA,-,31.97,73.75,3.02,-,1.63,21.89,14.22
NATPLAS,-,31.95,35.00,13.48,-14.17,1.19,-9.10,-4.80
ORCHASP,-,31.67,3.20,143.94,22.71,1.02,33.93,-7.14
LOYAL,-,31.62,31.00,35.53,10.29,0.34,7.91,20.29
ICICIMCAP,Equity,31.55,110.33,-,16.55,0.85,6.12,-
CTL,-,31.40,5.15,22.27,-35.88,0.99,22.55,-21.99
CCLINTER,-,31.28,16.30,66.56,-11.13,1.16,19.43,-17.37
VINNY,Textiles,31.26,34.00,78.15,-,-,-,6.98
SAHARAHOUS,-,31.26,44.65,14.88,-7.52,0.86,15.20,-1.40
ARCFIN,-,31.21,6.18,164.24,-13.95,0.87,109.22,3.66
VBCFERROQ,-,31.15,19.00,-0.68,-15.65,0.86,-6.29,206.84
CAMEXLTD,-,31.03,30.40,22.82,3.78,1.33,3.76,5.83
INDBNK,-,30.95,30.95,-171.94,9.79,1.38,4.57,-13.88
INTECCAP,-,30.95,16.85,1.74,-20.78,-0.28,-,-34.62
POOJA,-,30.93,30.50,128.89,-,0.31,-,-
NETFGILT5Y,Debt,30.78,49.21,-,-,-,-,-
FORINTL,-,30.76,43.70,2.73,7.81,-,-,111.62
HBPOR,-,30.73,28.55,8.66,11.59,1.04,3.98,57.01
BRADYM,-,30.72,136.55,11.77,11.43,-0.81,76.86,1.46
PICCASUG,-,30.56,13.14,33.58,5.85,0.69,34.55,19.47
DSPNEWETF,Equity,30.54,200.04,-,-,-,-,-
AMBICAAGAR,Specialty Chemicals,30.49,17.75,11.13,7.09,-,-,4.75
MOM50,Equity,30.44,176.52,-,17.29,0.95,2.45,-
TAAZAINT,-,30.38,41.85,-77.89,47.67,-,-,-84.41
ARUNAHTEL,-,30.34,8.95,-3.01,-,1.22,22.17,-37.82
MANGTIMBER,Wood Products,30.33,16.55,-1.61,-9.43,1.18,-2.81,-29.94
OLYMPTX,-,30.33,50.35,151.64,-28.56,0.91,34.59,-5.75
CAPRO,-,30.31,65.90,47.37,40.21,1.71,70.43,3.92
TAPARIA,-,30.30,99.80,0.63,12.35,-,-,10.45
CASTEXTECH,Auto Parts,30.25,0.45,-0.06,-43.55,0.81,51.31,-21.24
NOL,-,30.23,62.95,-27.48,11.15,-0.37,48.52,3.68
SHALIWIR,-,30.23,7.07,-1.81,4.40,1.97,-28.07,-1.41
POEL,-,30.22,54.20,20.70,-7.18,1.56,10.73,9.44
MMRUBBR-B,-,30.22,48.50,-8.06,26.29,0.87,14.89,9.29
CAPPIPES,-,30.15,72.50,111.67,-0.66,0.79,-,-5.43
ALAN SCOTT,-,30.11,164.95,-,76.98,-,-,-9.38
KGL,Agro Products,29.95,0.20,-0.03,-33.17,1.73,6.83,-14.85
KAPASHI,-,29.95,59.90,-85.57,28.86,-,-,-15.59
SANJIVIN,-,29.94,29.95,21.24,12.53,0.02,-,-26.25
SHETR,-,29.89,33.20,-15.10,-0.18,0.71,-8.64,1.65
ASINPET,-,29.83,47.50,114.73,67.71,-,-,-21.65
SRESTHA,-,29.78,3.61,-43.16,-13.60,0.16,-,26.33
LGHL,"Precious Metals, Jewellery & Watches",29.74,14.25,270.39,-,-,-,10.47
SIEL,-,29.71,21.45,9.55,16.30,-,-,26.79
EXCEL,Construction & Engineering,29.62,3.15,37.50,-37.56,1.28,10.86,-25.50
TIRUFOAM,-,29.62,67.20,27.17,-,-,-,-1.00
DHANADACO,-,29.53,5.28,-5.00,2.98,-0.63,54.80,-18.88
AMCOIND,-,29.51,71.80,19.94,34.19,0.39,41.86,13.87
GARNET,-,29.40,21.15,2.32,5.74,-0.29,40.56,7.94
PCS,-,29.33,14.00,66.66,-11.23,1.40,18.95,-46.34
SUNEDISON,-,29.14,64.90,-1.05,63.53,-,-,-
BONLON,-,29.08,20.50,14.76,-,-,-,3.79
POONADAL,-,29.05,50.90,26.90,20.78,1.63,22.89,-8.37
AMRAFIN,-,29.03,21.60,52.78,-29.15,-,-,35.52
VICTMILL,-,29.03,2945.00,10.48,-2.83,0.76,1.15,-7.27
SILLYMONKS,Advertising,29.00,28.40,-5.32,3.86,0.61,0.59,35.89
RESTILE,-,28.99,2.95,-4.33,-9.61,0.74,-0.69,-11.50
TRABI,-,28.87,3.81,-2.77,9.41,0.68,8.80,4.68
JAMSHRI,-,28.56,4088.45,-8.05,178.28,0.69,34.34,-49.38
ADL,Wood Products,28.53,51.25,-40.75,61.60,-,-,-
VENLONENT,-,28.52,5.46,-6.53,4.55,0.14,60.21,-45.17
AANCHALISP,-,28.51,13.67,-5.28,27.86,1.74,10.56,-11.41
BALKRISHNA,Paper Products,28.41,26.45,-1.10,-19.37,2.13,-10.03,-11.95
SAMOR,-,28.38,66.00,315.33,-,-,-,-
METSL,-,28.35,51.45,5.02,24.07,0.16,36.75,32.50
TUNITEX,-,28.35,2.17,236.22,34.66,0.08,101.38,-9.53
SETF10GILT,Debt,28.28,203.63,-,2.28,-0.08,9.83,-
LADDERUP,-,28.28,22.00,47.13,-0.62,0.07,-3.07,18.69
TGBHOTELS,"Hotels, Resorts & Cruise Lines",28.26,9.65,-3.43,-31.35,1.53,-7.20,-34.87
DNAMEDIA,Publishing,28.25,2.40,-0.62,-,1.30,56.74,-50.64
TIRSARJ,-,28.21,8.55,24.97,-12.53,1.34,-3.57,-13.75
LEXUS,Building Products - Ceramics,28.21,14.70,-0.58,-,2.38,10.68,-0.11
RAPICUT,-,28.17,52.45,-34.78,-2.88,1.28,-2.68,-3.50
UVDRHOR,-,28.12,50.30,76.00,88.39,-,-,16.50
IKAB,-,28.08,82.20,10.44,40.53,-,-,-26.44
VIRAT,-,28.04,56.95,35.49,-4.37,1.78,-5.74,-5.19
KRATOSENER,-,28.00,280.00,80.00,5.57,-,-,-16.66
SKPMIL,-,27.99,20.70,-8.53,7.94,-0.56,-,-11.04
DHAMPURE,-,27.88,35.15,17.21,15.64,0.96,65.92,-10.93
KLIFESTYL,Textiles,27.83,0.19,-0.49,-,-0.26,-,-67.39
MAGNUM,Paper Products,27.83,7.40,20.92,13.96,0.66,27.55,-6.68
DKEGL,Packaging,27.78,37.00,11.34,-,-,-,-
GINISILK,-,27.77,49.65,-50.49,-32.02,0.30,-13.20,-14.51
GOTHIPL,-,27.74,27.20,17.02,31.23,-0.10,-,17.77
RKDL,Alcoholic Beverages,27.72,11.55,-3.78,0.71,1.08,24.98,-66.54
AXISHCETF,Equity,27.69,85.07,-,-,-,-,-
EQ30,Equity,27.62,386.59,-,10.47,0.73,8.38,-
KOHINOOR,Packaged Foods & Meats,27.43,7.40,1.13,-30.58,0.96,-55.80,-26.57
SUDTIND-B,-,27.38,15.60,-1.56,-18.73,0.63,-13.44,-10.95
LATTEYS,Industrial Machinery,27.32,59.40,53.57,-,-,-,1.24
GUJPETR,-,27.31,45.75,5.02,5.90,1.22,69.52,2.74
PRIMEPRO,-,27.15,16.00,-1.29,-9.25,0.64,-3.55,-18.12
NIMBSPROJ,-,27.09,25.00,-1.22,-12.94,0.37,-,-5.55
RITESHIN,-,27.07,31.65,13.40,38.68,-0.60,82.26,27.44
DHANROTO,-,27.05,69.35,6.70,37.23,1.47,35.21,8.31
SAMINDUS,-,27.00,24.35,5.43,35.15,0.92,73.94,4.87
ODYCORP,-,26.99,6.85,4.30,11.36,1.66,91.46,-6.44
OISL,Iron & Steel,26.88,1.90,-0.09,-21.32,1.14,2.11,-48.76
CNIRESLTD,-,26.86,2.34,-20.83,-1.55,0.27,18.14,-
UNIINFO,Telecom Services,26.84,25.10,-6.45,-,1.88,19.36,24.08
CONCORD,-,26.76,30.60,8.16,-9.75,0.71,19.26,1.65
NATNLSTEEL,Iron & Steel,26.70,6.00,-0.12,-18.56,0.98,16.44,-15.97
AVROIND,-,26.68,82.00,14.66,-,-,-,39.92
ORIENTALTL,Cement,26.66,9.35,-6.78,9.65,1.45,-0.42,-20.28
HBESD,-,26.66,13.70,-0.88,7.82,1.09,4.00,-18.59
SUCROSA,-,26.62,6.62,-4.83,-41.95,1.36,-43.47,-9.27
REALECO,-,26.60,13.30,83.13,2.60,-0.37,-,-
PATSPINLTD,Textiles,26.59,8.60,-0.70,-2.87,1.95,12.80,-21.48
SMAUTO,-,26.58,18.60,-16.11,-,-,-,-3.44
SJCORP,-,26.57,31.80,-166.06,1.31,-,-,-37.36
DILIGENT,-,26.51,11.59,55.23,-14.89,0.40,-,9.42
COX&KINGS,Tour & Travel Services,26.48,1.50,-0.02,-61.44,2.45,-134.87,-87.74
GOLDSTAR,Batteries,26.42,24.70,330.30,-,-,-,1.58
SIMPLXREA,-,26.40,88.25,47.14,0.22,0.44,26.74,-23.43
VIVIDHA,Textiles,26.34,0.90,878.10,-15.18,2.20,34.19,-45.18
SYSCHEM,-,26.32,11.30,-4.72,14.19,0.18,16.93,79.79
PHCAP,-,26.31,87.70,2.55,23.00,0.23,112.27,7.75
BURNPUR,Cement,26.27,3.05,-0.33,-20.58,1.83,1.90,6.00
PRIMAIN,-,26.22,24.30,6.96,14.64,0.31,-,3.28
TANTIACONS,Construction & Engineering,26.16,9.10,0.08,-8.71,-0.30,48.98,-0.64
SHHARICH,-,26.12,58.75,31.10,-6.43,0.97,31.52,-11.30
PARNAXLAB,-,26.11,30.70,-70.57,-1.88,1.57,-5.24,4.65
CTCL,-,26.04,25.50,11.22,-,-,-,31.87
SONAHISONA,"Precious Metals, Jewellery & Watches",26.02,15.50,185.84,-,-,-,4.03
AIML,-,26.01,22.40,-0.26,-,0.30,-,-1.27
HEALTHY,Equity,25.88,8.66,-,-,-,-,-
NETFIT,Equity,25.86,36.86,-,-,-,-,-
AREALTY,-,25.86,3.49,-19.74,2.07,1.48,-,-38.46
SPYL,Textiles,25.85,0.75,-2.26,-12.35,2.33,89.49,-33.28
RAMGOPOLY,-,25.84,17.82,86.13,-,0.67,98.95,-35.65
KRISHNA,-,25.76,23.85,-160.99,-47.39,-1.26,65.12,-
AJCON,-,25.75,42.10,16.51,17.25,-0.08,-,43.06
PHOSPHATE,-,25.72,71.30,10.37,-,-,-,-4.63
HBSL,Investment Banking & Brokerage,25.62,35.90,2.18,5.06,0.76,71.73,28.11
NAM,-,25.61,47.50,98.51,6.92,-0.53,-,121.69
COUNCODOS,Real Estate,25.61,3.30,54.48,-2.26,1.84,34.80,-22.68
ZWELCAST,-,25.53,400.00,-13.95,2.02,0.76,-6.95,-3.90
TCMLMTD,-,25.51,75.05,231.91,11.58,0.03,-,146.68
MILTON,Wood Products,25.49,15.00,9.62,-,0.02,-,0.33
BCCFUBA,-,25.49,16.65,43.21,18.62,0.85,47.47,42.32
GOKAKTEX,-,25.44,39.15,-0.75,-5.15,0.04,41.40,1.36
CONTPTR,-,25.38,45.65,11.38,42.57,1.44,50.04,33.06
KAYCEEI,-,25.38,3999.00,29.86,7.39,0.35,3.29,-0.37
VJLAXMIE,-,25.36,50.00,-8.51,2.13,0.96,6.82,-8.49
RALEGRA,-,25.35,23.95,46.10,13.89,1.02,-,1.27
KARMAENG,Renewable Energy,25.34,21.90,-1.91,-9.39,0.23,16.32,0.79
SETFNN50,Equity,25.24,452.77,-,15.88,0.89,2.31,-
SUPERIOR,-,25.21,84.00,120.04,-,-,73.46,90.74
PERFEPA,-,25.19,189.15,32.72,12.49,0.65,11.26,-0.36
JOHNPHARMA,-,25.15,5.03,-,2.48,-,-,-
BOMBWIR,-,25.15,47.10,167.66,-,-,-,10.76
KEYCORP,-,25.11,41.85,1.98,28.06,0.76,62.07,52.76
WSFIN,-,24.88,21.50,-4.85,-5.81,0.86,-7.61,-14.33
ONELIFECAP,Investment Banking & Brokerage,24.72,18.50,-494.32,-1.65,1.67,22.04,12.75
LCCINFOTEC,Education Services,24.69,1.95,-16.46,40.99,-,-,-59.89
ADINATH,-,24.60,36.10,76.87,64.80,0.70,-,-7.83
EASTRED,-,24.56,46.95,-30.71,-18.89,0.88,-4.45,-3.14
ACEINTEG,Education Services,24.53,24.05,163.54,-,-,-,-17.95
DYNAMIND,-,24.49,80.85,58.30,9.65,0.88,-0.88,-1.29
ASLIND,Industrial Machinery,24.48,23.50,62.77,-,-0.14,-,-25.01
SANGHVIFOR,Iron & Steel,24.42,16.40,-4.58,-15.15,0.88,-2.37,-7.14
GIRIRAJ,Construction & Engineering,24.33,75.00,9.15,-,-,-,5.20
PEARLPOLY,Plastic Products,24.33,14.45,-2.30,-4.92,1.08,13.92,-8.32
GOLDENCREST,-,24.28,46.30,607.11,26.22,-,-,6.10
SKPSEC,-,24.22,71.15,6.84,19.46,0.47,11.32,7.11
SHANTI,Packaged Foods & Meats,24.21,21.80,269.01,-,-,-,18.26
AMINTAN,-,24.19,2.24,241.86,-,-,33.17,-
ELIXIR,-,24.14,41.60,2.65,0.51,0.20,21.30,26.70
3PLAND,Real Estate,24.12,13.40,-201.00,2.66,2.17,9.27,-12.82
ALFAVIO,-,24.12,76.50,16.63,4.58,-0.35,-,41.39
SURANI,Building Products - Pipes,24.11,29.10,6.20,-,-,-,9.27
PROFINC,-,24.06,34.05,-3.41,-24.62,-0.07,-49.53,26.44
FUTSOL,-,24.04,22.95,-2403.66,-16.64,0.16,-,-32.02
UNICK,-,24.02,43.80,10.31,-,0.78,3.47,17.14
VIJIFIN,Specialized Finance,23.93,2.90,53.17,-25.40,1.26,16.34,-7.26
RAWEDGE,-,23.84,23.70,-56.76,-,-0.18,-,1.66
PHRMASI,-,23.83,34.90,74.46,11.34,0.18,59.87,4.61
WSI,Industrial Machinery,23.77,9.05,-2.84,-1.07,0.53,70.02,-
SUPRAP,-,23.71,26.00,296.41,-,-,-,12.50
NIRMITEE,-,23.71,395.00,103.08,-,-,-,-
VITESSE,-,23.68,52.40,15.78,-,-,-,194.68
METALCO,-,23.67,32.30,9.21,-5.34,0.25,-,0.64
GCSL,-,23.66,208.00,38.16,-,-,-,-
CEETAIN,-,23.64,16.30,49.25,12.29,0.45,65.83,-16.46
ROSELABS,-,23.60,23.60,-9.15,-16.37,0.32,-,-54.51
HINDALUMI,-,23.53,37.35,-1.66,-16.14,0.86,-26.69,-33.09
BOMBCYC,-,23.52,588.00,11.82,-5.91,0.86,-14.23,-9.81
VISTARAMAR,-,23.50,73.45,10.68,47.28,-,-,174.12
GOBLIN,-,23.50,22.50,-12.18,-,-,-31.65,-0.35
JSLINDL,-,23.48,200.05,9.70,3.31,-,-,0.93
SMIFS,-,23.43,41.95,80.79,2.82,0.78,24.24,12.85
MAXHEIGHTS,-,23.41,15.00,25.18,-21.38,0.28,-13.84,-24.55
ASAHIIND,-,23.39,3.52,-9.43,2.64,-,-,-
MARG,-,23.38,4.60,-1.94,-14.21,1.22,-33.37,-37.45
KSK,Power Infrastructure,23.32,0.55,-0.01,-52.46,2.06,-73.83,-72.49
SMARTFIN,-,23.22,7.74,51.60,27.47,-,-,186.64
HILTON,Industrial Machinery,23.14,18.60,-1.18,3.98,1.38,11.97,-6.62
ARCOTECH,Metals - Diversified,23.10,1.70,-0.87,-52.41,2.20,-33.19,-40.79
AMTL,-,23.07,14.37,-2.75,-13.28,1.17,-10.53,-7.89
JINDHOT,-,23.01,34.60,-2.10,-3.34,1.12,-10.80,-15.37
STARDELTA,-,23.00,76.65,12.99,-2.77,0.92,-4.54,-22.34
KRL,-,22.98,229.80,74.13,41.72,-,-,40.06
JETKINGQ,-,22.95,38.85,459.01,-4.14,0.95,2.61,-9.58
BCP,Cables,22.93,3.90,52.12,-,-,-43.35,-9.64
OMKARPH,-,22.89,22.70,104.06,30.19,-,-,-
TRANSCHEM,-,22.89,18.70,0.95,2.41,0.39,2.64,68.59
ICL,-,22.83,54.35,570.74,35.29,-,-,1.41
SPENTA,-,22.82,82.55,-14.35,-4.42,0.57,4.16,-9.79
SAINIK,-,22.79,20.95,-23.99,-3.32,-0.65,19.29,21.56
HARYNACAP,-,22.79,43.75,27.13,14.74,0.73,14.44,-2.83
NINSYS,-,22.77,33.10,17.25,7.18,0.33,-,50.49
ORTINLAB,Pharmaceuticals,22.77,28.00,23.97,8.18,1.95,31.49,-33.57
JUPITERIN,-,22.75,22.70,58.32,-17.05,1.46,-33.15,-
MEFCOMCAP,-,22.68,24.81,10.40,12.14,-,-,70.15
QUADRANT,-,22.65,0.37,-0.08,-35.05,0.13,3.57,-5.33
ALFAICA,-,22.52,55.75,15.97,3.56,0.53,37.98,1.74
MYMONEY,-,22.50,22.50,375.01,-5.75,-,-,-2.42
RAMAPPR-B,-,22.47,23.25,-6.81,3.74,-0.15,7.76,-5.59
WIREFABR,-,22.39,73.25,46.64,-5.27,0.43,27.74,-1.90
OSIAJEE,-,22.33,41.35,55.82,-,-0.08,48.26,-34.57
MUL,-,22.31,16.75,-0.34,-,1.10,-56.65,-34.39
DHANFAB,-,22.31,26.00,29.36,-7.04,0.33,12.37,-14.71
SML,-,22.31,52.30,-39.13,8.27,-,-,0.54
SIMPLEXCAS,-,22.19,36.20,20.55,-19.67,0.33,-15.24,-15.37
LAXMIPATI,-,22.15,38.50,-3.32,4.43,-,-,46.59
JYOTI,-,22.12,9.58,-6.27,-24.11,1.34,-1.91,-13.00
